legacy_gestore_id,testo,file,data
3872,nuova foto,10321552516009106781950_BirbnG_1412182324.jpg,10/13/14 21:03:54
3873,nuova foto,10491140202421band3.jpg,10/24/14 11:49:21
3875,nuova foto,11461173846369910409583_10152494103340930_1626817007513959111_n.jpg,11/11/14 11:46:49
3876,nuova foto,1150236242014210649961_631125733668385_4341336519905765622_n.jpg,11/14/14 23:50:22
3873,nuova foto,1256118278765foto secret logo.jpg,12/02/14 11:56:27
3885,nuova foto,137182772540noi daft.jpg,01/06/15 18:37:28
3576,nuova foto,1461873508055bloggif_54b4208df10a4.jpg,01/25/15 18:46:52
3893,nuova foto,2221576231289Punkakes- What are you living for.jpg,02/27/15 21:02:29
3731,nuova foto,321128307891nerocromo_logo.jpg,03/13/15 12:21:02
3896,nuova foto,3491369175858stryd.jpg,03/30/15 01:49:19
3900,nuova foto,44914909514697Sunday Socks CONCEPT Front Cover.jpg,04/15/15 14:50:12
3900,nuova foto,4511410516685sunday socks 1.jpg,04/15/15 14:51:26
3857,nuova foto,52322329268963Copia_di_Flayer_2015_mail.jpg,05/03/15 22:23:31
3917,nuova foto,2272211619622712509098_1025928337446039_7567683870065900345_n.jpg,02/17/16 22:27:20
3917,nuova foto,227226773028931607023_1025927714112768_6201380674481949293_n.jpg,02/17/16 22:27:31
3917,nuova foto,2272297436946812439052_1025927654112774_8546791303164881188_n.jpg,02/17/16 22:27:37
3917,nuova foto,2272225359598812540786_1025929150779291_8968379502065406523_n.jpg,02/17/16 22:27:59
3917,nuova foto,228229420822112524091_1025927527446120_1128615594640335814_n.jpg,02/17/16 22:28:20
3917,nuova foto,22822452305691IMG_4122.JPG,02/17/16 22:28:39
3917,nuova foto,23222960195900IMG_4091-min.JPG,02/17/16 22:32:22
3917,nuova foto,2322268425103IMG_4135-min.JPG,02/17/16 22:32:44
3917,nuova foto,23222943506948IMG_4150-min.JPG,02/17/16 22:32:52
3917,nuova foto,23422279184180IMG_4114-min.JPG,02/17/16 22:34:20
82,nuova foto,92818311555435SrvImg2.png,09/03/16 18:28:56
4078,nuova foto,95116724352216camera-p.jpg,09/13/16 16:51:42
3857,nuova foto,92318449393428Musicale.jpg,09/22/16 18:24:02
3857,nuova foto,9231874494661Musicale.jpg,09/22/16 18:24:15
4078,nuova foto,10581944219394The Original.png,10/20/16 19:58:24
3980,nuova foto,25918483343691.600.jpg,02/05/17 18:59:36
3980,nuova foto,27381729403830858178056_33a8f75eb8_o.jpg,02/06/17 03:07:29
2707,nuova foto,44162216860211.jpg,04/01/17 06:41:17
82,nuova foto,4401360054273714932932314431224026556.jpg,04/27/17 13:41:01
82,nuova foto,420192273839571493313627226-1867492823.jpg,04/27/17 19:20:40
4078,nuova foto,424950585150TOT_4857.jpg,04/30/17 09:24:09
82,nuova foto,419102883126941493540345008-471196520.jpg,04/30/17 10:19:33
82,nuova foto,42010402145351493540403978725765427.jpg,04/30/17 10:20:26
4078,nuova foto,442118541859391493545327015-936341813.jpg,04/30/17 11:42:21
4078,nuova foto,45511799462683IMG_20170425_113326.jpg,04/30/17 11:55:49
4078,nuova foto,4561152558405IMG_20170422_233505.jpg,04/30/17 11:56:58
3992,nuova foto,41016815477872IMG_20170223_084930.jpg,04/30/17 16:10:51
3992,nuova foto,41916218161779Screenshot_2017-04-30-16-15-07-024_com.android.chrome.png,04/30/17 16:19:18
2651,nuova foto,420163291720731493561964720-1204591197.jpg,04/30/17 16:20:53
3992,nuova foto,43016602347569IMG_20170311_175111.jpg,04/30/17 16:30:36
3992,nuova foto,421767928577IMG_20170430_170030.jpg,04/30/17 17:02:32
4078,nuova foto,491856314465mybandlogo.jpg,04/30/17 18:09:31
4078,nuova foto,41518313127150my-band.jpg,04/30/17 18:15:13
3992,nuova foto,44518854548391IMG_20170430_184513.jpg,04/30/17 18:45:58
3992,nuova foto,4412154316408mybanddef.jpg,04/30/17 21:41:32
3992,nuova foto,4123137154212560_4364780296716_738784104_n.jpg,04/30/17 23:01:16
4078,nuova foto,5371272799381493635009945100842967.jpg,05/01/17 12:37:13
82,nuova foto,559149984466941493643524118-35127139.jpg,05/01/17 14:59:46
3992,nuova foto,5331270030662018236584_1183781855066520_1509027778_o.jpg,05/02/17 12:33:31
3992,nuova foto,5301696742208Screenshot_2017-05-02-16-28-32-047_com.android.chrome.png,05/02/17 16:30:05
3992,nuova foto,510184715616001493827834805-695403905.jpg,05/03/17 18:10:59
3992,nuova foto,54510480577451IMG_20170504_100354.jpg,05/04/17 10:45:59
3992,nuova foto,55017525365926IMG_20170506_125701.jpg,05/06/17 17:50:53
3992,nuova foto,5718929121552IMG_20170223_084930.jpg,05/06/17 18:07:33
4078,nuova foto,5221863498050FB_IMG_1480280144752.jpg,05/06/17 18:22:50
4078,nuova foto,5241867839867FB_IMG_1494086358398.jpg,05/06/17 18:24:40
3992,nuova foto,53014810235214IMG_20170508_090059.jpg,05/08/17 14:30:31
3992,nuova foto,6322358483727otterlove.jpg,06/22/17 23:32:08
3992,nuova foto,61714176117126tumblr_omdg87W38B1w5irhpo1_500.jpg,06/24/17 14:17:11
4078,ho fame!,64811810394035sofia.jpg,06/27/17 11:48:40
4078,"con Alex Vetrò, il tastierista degli Amici del Batterista",65511522578223IMG_20170527_165006.jpg,06/27/17 11:55:58
4078,"Lui è Andrea Raguzzino, il bassista dei Due Acustici, una formazione nata nel 2015, insieme ci siamo divertiti tantissimo. Grande Andrea!!!",6201252595437hqdefault.jpg,06/27/17 12:20:10
4078,poter condividere è bellissimo!!!,63012827397871498559319655-1512272847.jpg,06/27/17 12:30:57
4078,la vita è fatta di tante cose...,63612203145805canotto.jpg,06/27/17 12:36:14
3992,<3,6211783055897417-21-01-otter_hugs_by_vitaloverdose-d41fats.jpg,06/27/17 17:21:58
82,"Per diverse ore oggi nel pomeriggio la connettività di Telecom è andata giù. Su Twitter si sono susseguiti tantissimi hashtag con Telecom down.
Personalmente ho risolto il problema in questo modo, ve lo spiego così magari la prossima volta ci provate anche voi! Prima di tutto da riga di comando di Dos ho eseguito un tracert verso Google per vedere se effettivamente la connessione era completamente giù. In questo specifico caso Questo comando ha funzionato e quindi la verifica di connettività è andata a buon fine. Significa che in realtà la connettività era ancora app, mentre il DNS di Telecom probabilmente è crashato! Per aggirare il problema basta conoscere un DNS alternativo, io di solito utilizzo quello di OpenDNS, si configura in questo modo la scheda di rete aggirando il DNS Telecom e tutto riparte senza problemi.",63618573168243FB_IMG_1498579332672.jpg,06/27/17 18:36:17
3992,❤,6412039032825IMG_20170508_090059.jpg,06/27/17 20:41:35
4078,"sta per arrivare youtube music. una grande novità
https://www.youtube.com/yt/music/it/

YouTube is first and foremost a video portal, the world’s largest and most popular online collection of moving images. But it’s also a search engine, the world’s second largest, trailing only its parent company, Google. And while the library on YouTube is made up of videos, in practice it has also become the world’s largest streaming music service, used by more people than well-known names like Spotify or Apple when it comes to consuming songs and albums.

Today, the video giant is rolling out a new app, YouTube Music, that attempts to capitalize on its dominance in this space. The app is free, and you can use it in free, ad-supported mode, but it becomes a lot more powerful and interesting if you pay for a YouTube Red subscription.

The fact that YouTube Music and Google Play Music both exist is a touch confusing, especially since you can use them both for free, but they both add a bunch of features if you subscribe to YouTube Red. The best way to understand the new music app is to think of Facebook. Just as the social network broke out Messenger into its own so it could optimize the experience, YouTube now has dedicated apps for its three most popular verticals: kids, gaming, and music.",61618958514782youtubemusic.JPG,06/28/17 18:16:52
4078,A radio kisskiss network per l&amp;#39;intervista a Max Giannini per il Blog di My-Band.it,74415890324352IMG_20170701_112742.jpg,07/01/17 15:44:35
4078,adesso mi devo fare solo una corsetta!!!,7281752859781IMG_20170524_185219.jpg,07/04/17 17:29:00
4078,il canottaggio nuoce gravemente alla salute!!!,725985558451499239471258-424914545.jpg,07/05/17 09:25:12
3992,❤,752165803440516-51-26-fingers.jpg,07/08/17 16:52:04
4078,E che il Week End abbia inizio!!!,7311838353179812047194_10153380371344667_759636673457872231_n.jpg,07/14/17 18:31:53
3992,Memories ❤,7121522171020IMG_20170714_205944.jpg,07/14/17 21:01:20
4078,"L&#39;arte &#232; arte, su questo non si discute, sinceramente per&#242; questa performance stasera non l&#39;ho capita!",74223880208621IMG_20170714_205335.jpg,07/14/17 23:42:26
4078,dove sono?,723122732821951500718978587-801664958.jpg,07/22/17 12:23:33
4078,"Sono felicissimo ed onoratissimo di annunciare a tutti i cari amici che seguono le mie scorribande sonore che l'estate 2017 sarà per me un'estate speciale. 

Leggete il programma della Proloco di Pollica ma sopratutto ricordate la famigerata data del 21 Agosto. 

Se vi trovate a passare per Acciaroli non potete mancare!",7462013955650020451970_1607579899252517_7739701907293468968_o.jpg,07/30/17 20:46:55
4078,con Fede 'n' Marlen,8281483359410fedenmarlen.JPG,08/03/17 14:28:35
4078,Anno 2005 e siamo al LINKS (ex Mambo Kings a Via Piedigrotta). Un raro scatto che mi riprende mentre lancio il live dei Rospi Erogeni per il contest Emergenza Festival.,8017428456000GetThumbnailImage (2).jpg,08/03/17 17:00:46
4030,"Notte di San Lorenzo, notte di chitarre. Ci avviciniamo al ferragosto. Vale sempre la raccomandazione: via mp3 e cuffiette!! Tuffatevi su chi vi sta affianco e condividete ma non sui social, con chi vi piace. Un sorriso.",8461186102IMG-20170810-WA0003-800x450.jpg,08/13/17 11:46:10
3992,La CHAT noir,112511532136970ste01_chat-noir-steinlen-poster.jpg,11/02/17 11:25:14
2733,"siamo pronti per iniziare l'avventura al Cellar Theory in Vico Acitillo 58, Napoli. NonSOLOCantautori per la prima volta ospite al Cellar Theory Special guest 
Logan 5.0 ..che ci presenterà il suo nuovo progetto solista. Saliranno sul palco anche i Diatriba, Niko Albano, Il Bellavista, Mucky Fingers, Matt Jay, Dan Zul, Francesco Coppola&Luigi Panico.

SECONDA PARTE
Palco Libero

Gianluca Di Pietro sarà presente con le telecamere di MyBand.",1121259969945nonsolocantautori.jpg,11/07/17 12:02:07
4078,"una cosa è sicura, MYBAND crasha meno di FACEBOOK!",1101971497854fberrorCattura.JPG,11/08/17 19:00:49
2733,"L'evento di NON SOLO CANTAUTORI ha dato il via ad una serie di attività che presto vedranno MYBAND al Centro della Musica Emergente e d'Autore. 
Tutto inizia d qui, da www.myband.it",11231258621154223456659_1965618533712722_6800056718718062265_o.jpg,11/13/17 12:23:22
2733,"Pubblicato grazie al successo del fundraising e prodotto artisticamente da Lele Battista. Il disco contiene pezzi di storia, Sergio Endrigo, di mondo, di vita e una canzone densa e pensante, come '1958' sul colonialismo e madamato in Africa.

Streaming/download:
http://www.matteopassante.it/il-grande-stupore-full-album/

Con preghiera di pubblicazione.
Per ricevere il disco contattatemi a questa mail.

Grazie mille per la vostra attenzione, buon lavoro!
Tu allego il PressKit
Francesca


Pubblicato grazie al fundraising e prodotto artisticamente da Lele Battista, il terzo album del cantautore pugliese è il suo ""disco dell'immaturità"". Pezzi di storia, di mondo e di vite in una canzone densa e pensante, come '1958' sul colonialismo in Africa
Il grande stupore: il ritorno di Matteo Passante e la Malorchestra!

MATTEO PASSANTE E LA MALORCHESTRA
Il Grande Stupore
11 tracce | 40.54

1958 - Il videoclip:
https://www.youtube.com/watch?v=F1tOOIUiRyQ

«Il grande stupore è “l’album dell’immaturità”. L’ho definito così perché mi sembra che io stia facendo un percorso inverso, abbandonando la terra ferma dei cliché e delle canzoni “immediate”, quelle che ascolti e canticchi un attimo dopo. Credo che nell’immaturità si abbia invece il coraggio di osare, rischiare. Se è vero che ha volato solo chi ha osato farlo, allora io sono fiducioso perché con questo album ho osato quello che a vent’anni mai. Ho tirato fuori tutto. Ne sono uscite cose coraggiose e interessanti, piccole sfide, nuove sonorità, cose che faranno storcere qualche naso, ma di certo è venuto fuori quello che c’era nel fondo del mio stomaco». È con orgoglio e consapevolezza del proprio percorso artistico - rinnovato ma fedele alle sue premesse, rinvigorito ma non privo di ironia e sensibilità – che Matteo Passante presenta Il grande stupore, il suo nuovo disco, denso di spunti, riflessioni e risvolti.
Pubblicato grazie alla ""cordata musicale"" reclutata via MusicRaiser, prodotto artisticamente da Lele Battista e suonato con la fida Malorchestra, presentato dal vivo in apertura del concerto cagliaritano della Bandabardò lo scorso 7 ottobre, Il grande stupore è il terzo disco di Matteo Passante, cantautore pugliese da tempo trapiantato a Milano, giunto al suo disco della maturità. Anzi dell'immaturità, come precisa lo stesso Passante, consapevole del passaggio meditato, coraggioso e voluto rispetto al debutto Signora Clessidra e lo Sposo Bambino (2010) e all'Ep Welcome To Love (2014). Il grande stupore parte da qui: dal rinnovamento con la Malorchestra (Diego Scilla alle tastiere, Marco Vismara alle chitarre e arrangiamenti, Luca Moroni al basso e al contrabbasso, Raffaele Pellino alla batteria), dall'attenzione per i temi della storia, della quotidianità e delle vicende umane narrati senza clamori né enfasi, con un linguaggio delicatamente poetico. Dichiara infatti Passante: «Le mie canzoni sono sempre nate come esigenza personale e trasformano trafiletti di giornale con notizie improbabili o un battito cardiaco più accelerato per troppo stupore, per amore o per rabbia, in qualcosa di fruibile per tutti, in qualcosa in cui riconoscersi. Scrivo quasi sempre di getto. Quasi tutti i testi del Grande stupore sono nati in macchina nel tragitto che va da casa a lavoro. Le musiche vengono sempre da sé».
Gli undici brani del Grande stupore sono una sorta di grande osservatorio su spaccati di vita, pezzi di umanità tra avventure, traversie, speranze e dolori, narrati dal capobanda Passante e dalla Malorchestra con discrezione, tatto e agrodolce ironia: «In questo album mi è capitato di parlare ad esempio del bambino congolese sbarcato in Italia in giacca e papillon, perché la mamma prima di partire gli aveva detto che qui lo avremmo accolto con una grande festa... Mi è capitato di scrivere di un paese fatato in cui si fabbricano aerei con fogli di giornale e le bombe a mano si fanno con riso siciliano: sarà il mio piccolo omaggio al mondo di Sergio Endrigo, uno dei più grandi cantautori italiani. Ho raccontato anche del“Museo degli amori finiti” di Zagabria, in cui ognuno può portare un cimelio del proprio amore finito. Mi aveva incuriosito la storia del tizio che dopo la guerra nella ex Jugoslavia aveva portato la propria protesi e ha lasciato un biglietto: “Questa protesi è durata più del nostro amore”. Non è fantastico?».
Un elemento decisivo per comprendere il peso, l'intensità e la direzione della canzone d'autore vissuta e interpretata da Matteo Passante è il singolo di lancio 1958, dedicata a un tema inusuale, quello di un colonialismo ""diverso"", meno eclatante ma altrettanto doloroso, che si esprimeva nella pratica del ""madamato"": «In 1958 lo scavare nella storia mi è servito a comprendere meglio il disordine che regna il mondo in questo momento storico. Il colonialismo di cui parlo non è solo quello delle risorse derubate ai paesi africani dalle grandi multinazionali, ma è un colonialismo intellettuale, più subdolo. Gli intellettuali italiani e non, compresi fantomatici guru della Sinistra italiana, ci hanno convinto che è tutto normale, che fare “affari” con i governi locali a danno delle popolazioni locali rientra nelle logiche del mercato, che sposare bambine di 12 anni è normale nella misura in cui questa cosa è tollerata in quel paese. Come se potessimo dimenticare di essere i “civilizzatori” in base all’opportunità, in base alla convenienza».
Il grande stupore è partito con il piede giusto. Con il successo del fundraising che ha confermato la nutrita fan-base per Passante, con il video di 1958 , con una serie di concerti e apparizioni grazie ai quali sarà possibile gustare dal vivo le trame e le avventure, come sempre tra musica e parole, della Malorchestra. Una piccola grande orchestra capitanata da una figura anomala, cantautore per scelta e necessità, con la sua indole da osservatore e la sua curiosità, anche negli ascolti: «Ai tempi del Liceo o eri un rockettaro o frequentavi l’Azione Cattolica. Io ero un personaggio non classificabile, nel bene e nel male, ero sempre a metà strada tra tutti, ero più da “Mi si nota di più se vengo e me ne sto in disparte o se non vengo per niente?”. Quando a 18 o19 anni pensi troppo, allora o ti metti a scrivere canzoni o diventi Diego Fusaro… Oggi ascolto pochissimi cantautori della nuova scena indie, ascolto i cantautori storici ma soprattutto centinaia di artisti stranieri impronunciabili, che scopro ogni giorno grazie a magici algoritmi di Spotify».
Matteo Passante e la Malorchestra stanno lavorando al nuovo Tour di presentazione e vi aspettano: venerdì 29 dicembre presso il BELLAVISTA a Silvi (Pescara), e sabato 30 dicembre presso Ex Fadda a San Vito dei Normanni (Brindisi).


Il grande stupore - Tracklist:


01. Il Museo dei disamori
02. Eri la lusinga
03. 1958 (feat. Ashraff 30)
04. Dichiarerò per sempre
05. Endrigo e le bolle a mano
06. L'amore è dei miopi
07. Parlarsi addosso
08. Milano e nuvole
09. Noi uomini
10. Crepe
11. Pirati stanchi


Matteo Passante e la Malorchestra:
Matteo Passante: voce, chitarra
Diego Scilla: tastiere
Marco Vismara: chitarre e arrangiamenti
Luca Moroni: basso e contrabbasso
Raffaele Pellino: batteria


Info:


Matteo Passante:
www.matteopassante.it


Matteo Passante e la Malorchestra - Facebook:
http://www.facebook.com/matteopassantecantautore


Synpress44 Ufficio stampa:
http://www.synpress44.com/",11014476558745Matteo Passante.jpg,11/22/17 14:00:56
2733,"Ieri sera le telecamere del Blog di #MybandTV hanno avuto il piacere di intervistare Peppe Lanzetta e Roberto Colella, la voce de ""la maschera"". È stata una serata incredibile!!!
Le interviste andranno in onda nella prossima puntata di #MyBandTv.",1141364735268423783739_10155585186359667_327630545195492568_o.jpg,11/23/17 13:04:36
4078,"Ho conosciuto Roberto Colella, voce, chitarra, tastiere, flauti, sax e chalumeau de La Maschera, una band che dal 2014 sta letteralmente spopolando per la bravura e per la grande umiltà d'animo e professionalità. Roberto è un ragazzo semplice, ha gli occhi di chi sogna e di chi sa dove vuole arrivare. La mia NON intervista è stata in realtà una chiacchierata, una naturale conseguenza di un momento rubato insieme a Peppe Lanzetta. Ad un certo punto non si capiva più chi stava intervistando chi. 
Credo che quando si riesca ad arrivare direttamente al cuore della persona che si ha d'avanti non c'è più bisogno di spiegare nulla, le parole e gli sguardi camminano da soli. Non è necessario aggiungere altro.

Grazie Roberto, conserverò questa intervista gelosamente.",1181642343942IMG_20171122_222040.jpg,11/23/17 16:08:35
4078,"Perché quando tutti si fanno i selfie, io faccio i video selfie!",116154152458551511532326083-1395618447.jpg,11/24/17 15:06:36
2733,Stiamo realizzando una grande WebTV che dia spazio ai Video ed alla Musica Emergente Italiana. Per farlo abbiamo bisogno anche del tuo contributo. Iscrivi gratuitamente la tua Band sul nostro portale e condividi i tuoi video. I più belli saranno inseriti nella HOME di MyBand.it,114318290469674Music-vvideos.jpg,11/29/17 18:43:46
2733,"quando fai qualcosa di buono per gli altri, gli altri si stringono intorno a te.",12416500135133FB_IMG_1512140498217.jpg,12/01/17 16:04:14
